1,32,1.16848,20.7,4,5,
0,33,-0.027386,14.8,5,6,
1,33,1.39808,21.9,4,5,
0,34,0.0643558,16.3,5,6,
1,34,1.62767,23.1,4,5,
0,35,0.156098,17.8,5,6,
1,35,1.85727,24.3,4,5,
0,36,0.247839,19.3,5,6,
1,36,2.08686,25.5,4,5,
0,37,0.339581,20.8,5,6,
1,37,1.31645,26.7,4,6,
0,38,0.431323,22.3,5,6,
1,38,1.54605,27.9,4,6,
0,39,0.523065,23.8,5,6,
1,39,1.77564,29.1,4,6,
0,40,0.614807,25.3,5,6,
1,40,2.00523,30.3,4,6,
0,41,-0.293452,24.8,6,6,
1,41,1.23483,29.5,5,6,
0,42,-0.374799,26.6,6,6,
1,42,1.32657,31,5,6,
0,43,-0.456147,28.4,6,6,
1,43,1.41831,32.5,5,6,
0,44,-0.537494,30.2,6,6,
1,44,1.51005,34,5,6,
0,45,-0.618842,32,6,6,
1,45,1.6018,35.5,5,6,
0,46,-0.700189,33.8,6,6,
1,46,1.69354,37,5,6,
0,47,-0.781536,35.6,6,6,
1,47,1.78528,38.5,5,6,
0,48,-0.862884,37.4,6,6,
1,48,1.87702,40,5,6,
0,49,-0.944231,39.2,6,6,
1,49,1.96876,41.5,5,6,
0,50,-1.02558,41,6,6,
1,50,2.06051,43,5,6,
0,51,-1.10693,42.8,6,6,
1,51,1.15225,44.5,5,7,
0,52,-1.18827,44.6,6,6,
1,52,1.24399,46,5,7,
0,53,-1.26962,46.4,6,6,
1,53,1.33573,47.5,5,7,
0,54,-1.35097,48.2,6,6,
1,54,1.42747,49,5,7,
0,55,-1.43232,50,6,6,
1,55,1.51921,50,5,7,
0,56,-1.51366,51.8,6,6,
1,56,1.61096,50,5,7,
0,57,-1.59501,53.6,6,6,
1,57,1.7027,50,5,7,
0,58,-1.67636,55.4,6,6,
1,58,1.79444,50,5,7,
0,59,-1.75771,57.2,6,6,
1,59,1.88618,50,5,7,
0,60,-1.83905,59,6,6,
1,60,1.97792,50,5,7,
0,61,-1.9204,60,6,6,
1,61,2.06966,50,5,7,
0,62,-2.00175,60,6,6,
1,62,1.16141,50,5,8,
0,63,-2.0831,60,6,6,
1,63,1.25315,50,5,8,
0,64,-2.16444,60,6,6,
1,64,1.34489,50,5,8,
0,65,-2.24579,60,6,6,
1,65,1.43663,50,5,8,
0,66,-2.32714,60,6,6,
1,66,1.52837,50,5,8,
0,67,-2.40849,60,6,6,
1,67,1.62012,50,5,8,
0,68,-2.48983,60,6,6,
1,68,1.71186,50,5,8,
0,69,-2.57118,60,6,6,
1,69,1.8036,50,5,8,
0,70,-2.65253,60,6,6,
1,70,1.89534,50,5,8,
0,71,-2.73388,60,6,6,
1,71,1.98708,50,5,8,
0,72,-2.81522,60,6,6,
1,72,2.07882,50,5,8,
0,73,-2.89657,60,6,6,
1,73,1.17057,48,6,8,
0,74,-2.97792,60,6,6,
1,74,1.08922,49.8,6,8,
0,75,-3.05927,60,6,6,
1,75,1.00787,51.6,6,8,
0,76,-3.14061,60,6,6,
1,76,0.926524,53.4,6,8,
0,77,-3.22196,60,6,6,
1,77,0.845177,55.2,6,8,
0,78,-3.30331,60,6,6,
1,78,0.763829,57,6,8,
0,79,-3.38466,60,6,6,
1,79,0.682482,58.8,6,8,
0,80,-3.46725,60,6,6,
1,80,0.599892,60,6,8,
0,81,-3.55106,60,6,6,
1,81,0.516075,60,6,8,
0,82,-3.63609,60,6,6,
1,82,0.431046,60,6,8,
0,83,-3.72232,60,6,6,
1,83,0.34482,60,6,8,
0,84,-3.80973,60,6,6,
1,84,0.25741,60,6,8,
0,85,-3.89831,60,6,6,
1,85,0.16883,60,6,8,
0,86,-3.98804,60,6,6,
1,86,0.0790949,60,6,8,
0,87,-4.07892,60,6,6,
1,87,-0.0117836,60,6,8,
0,88,-4.17093,60,6,6,
1,88,-0.103792,60,6,8,
0,89,-4.26405,60,6,6,
1,89,-0.196918,60,6,8,
0,90,-4.35829,60,6,6,
1,90,-0.291149,60,6,8,
0,91,-4.45361,60,6,6,
1,91,-0.386472,60,6,8,
0,92,-4.55001,60,6,6,
1,92,-0.482877,60,6,8,
0,93,-4.64749,60,6,6,
1,93,-0.580351,60,6,8,
0,94,-4.74602,60,6,6,
1,94,-0.678884,60,6,8,
0,95,-4.8456,60,6,6,
1,95,-0.778463,60,6,8,
0,96,-4.94622,60,6,6,
1,96,-0.879079,60,6,8,
0,97,-5.04786,60,6,6,
1,97,-0.980721,60,6,8,
0,98,-5.15051,60,6,6,
1,98,-1.08338,60,6,8,
0,99,-5.25418,60,6,6,
1,99,-1.18704,60,6,8,
0,100,-5.35883,60,6,6,
1,100,-1.2917,60,6,8,
0,101,-5.46448,60,6,6,
1,101,-1.39734,60,6,8,
0,102,-5.57109,60,6,6,
1,102,-1.50396,60,6,8,
0,103,-5.67868,60,6,6,
1,103,-1.61154,60,6,8,
0,104,-5.78722,60,6,6,
1,104,-1.72008,60,6,8,
0,105,-5.89671,60,6,6,
1,105,-1.82957,60,6,8,
0,106,-6.00713,60,6,6,
1,106,-1.94,60,6,8,
0,107,-6.11849,60,6,6,
1,107,-2.05136,60,6,8,
0,108,-6.23077,60,6,6,
1,108,-2.16363,60,6,8,
0,109,-6.34396,60,6,6,
1,109,-2.27683,60,6,8,
0,110,-6.45806,60,6,6,
1,110,-2.39093,60,6,8,
0,111,-6.57306,60,6,6,
1,111,-2.50592,60,6,8,
0,112,-6.68894,60,6,6,
1,112,-2.6218,60,6,8,
0,113,-6.80571,60,6,6,
1,113,-2.73857,60,6,8,
0,114,-6.92334,60,6,6,
1,114,-2.85621,60,6,8,
0,115,-7.04185,60,6,6,
1,115,-2.97471,60,6,8,
0,116,-7.16121,60,6,6,
1,116,-3.09407,60,6,8,
0,117,-7.28142,60,6,6,
1,117,-3.21429,60,6,8,
0,118,-7.40248,60,6,6,
1,118,-3.33534,60,6,8,
0,119,-7.52437,60,6,6,
1,119,-3.45724,60,6,8,
0,120,-7.6471,60,6,6,
1,120,-3.57996,60,6,8,
0,121,-7.77064,60,6,6,
1,121,-3.70351,60,6,8,
0,122,-7.89501,60,6,6,
1,122,-3.82787,60,6,8,
0,123,-8.02018,60,6,6,
1,123,-3.95304,60,6,8,
0,124,-8.14616,60,6,6,
1,124,-4.07902,60,6,8,
0,125,-8.27293,60,6,6,
1,125,-4.20579,60,6,8,
0,126,-8.40049,60,6,6,
1,126,-4.33336,60,6,8,
0,127,-8.52884,60,6,6,
1,127,-4.4617,60,6,8,
0,128,-8.65797,60,6,6,
1,128,-4.59083,60,6,8,
0,129,-8.78787,60,6,6,
1,129,-4.72073,60,6,8,
0,130,-8.91853,60,6,6,
1,130,-4.85139,60,6,8,
0,131,-9.04996,60,6,6,
1,131,-4.98282,60,6,8,
0,132,-9.18213,60,6,6,
1,132,-5.115,60,6,8,
0,133,-9.31506,60,6,6,
1,133,-5.24793,60,6,8,
0,134,-9.44874,60,6,6,
1,134,-5.3816,60,6,8,
0,135,-9.58315,60,6,6,
1,135,-5.51601,60,6,8,
0,136,-9.71829,60,6,6,
1,136,-5.65115,60,6,8,
0,137,-9.85416,60,6,6,
1,137,-5.78702,60,6,8,
0,138,-9.99075,60,6,6,
1,138,-5.92361,60,6,8,
0,139,-10.1281,60,6,6,
1,139,-6.06092,60,6,8,
0,140,-10.2661,60,6,6,
1,140,-6.19894,60,6,8,
0,141,-10.4048,60,6,6,
1,141,-6.33767,60,6,8,
0,142,-10.5442,60,6,6,
1,142,-6.4771,60,6,8,
0,143,-10.6844,60,6,6,
1,143,-6.61723,60,6,8,
0,144,-10.8252,60,6,6,
1,144,-6.75805,60,6,8,
0,145,-10.9667,60,6,6,
1,145,-6.89955,60,6,8,
0,146,-11.1089,60,6,6,
1,146,-7.04174,60,6,8,
0,147,-11.2517,60,6,6,
1,147,-7.1846,60,6,8,
0,148,-11.3953,60,6,6,
1,148,-7.32814,60,6,8,
0,149,-11.5395,60,6,6,
1,149,-7.47235,60,6,8,
0,150,-11.6844,60,6,6,
1,150,-7.61723,60,6,8,
0,151,-11.8299,60,6,6,
1,151,-7.76276,60,6,8,
0,152,-11.9761,60,6,6,
1,152,-7.90895,60,6,8,
0,153,-12.1229,60,6,6,
1,153,-8.05579,60,6,8,
0,154,-12.2704,60,6,6,
1,154,-8.20327,60,6,8,
0,155,-12.4185,60,6,6,
1,155,-8.3514,60,6,8,
0,156,-12.5673,60,6,6,
1,156,-8.50017,60,6,8,
0,157,-12.7167,60,6,6,
1,157,-8.64958,60,6,8,
0,158,-12.8668,60,6,6,
1,158,-8.79961,60,6,8,
0,159,-13.0174,60,6,6,
1,159,-8.95028,60,6,8,
0,160,-13.1687,60,6,6,
1,160,-9.10156,60,6,8,
0,161,-13.3206,60,6,6,
1,161,-9.25347,60,6,8,
0,162,-13.4731,60,6,6,
1,162,-9.40599,60,6,8,
0,163,-13.6263,60,6,6,
1,163,-9.55912,60,6,8,
0,164,-13.78,60,6,6,
1,164,-9.71286,60,6,8,
0,165,-13.9343,60,6,6,
1,165,-9.8672,60,6,8,
0,166,-14.0893,60,6,6,
1,166,-10.0221,60,6,8,
0,167,-14.2448,60,6,6,
1,167,-10.1777,60,6,8,
0,168,-14.401,60,6,6,
1,168,-10.3338,60,6,8,
0,169,-14.5577,60,6,6,
1,169,-10.4905,60,6,8,
0,170,-14.715,60,6,6,
1,170,-10.6479,60,6,8,
0,171,-14.8729,60,6,6,
1,171,-10.8057,60,6,8,
0,172,-15.0314,60,6,6,
1,172,-10.9642,60,6,8,
0,173,-15.1904,60,6,6,
1,173,-11.1233,60,6,8,
0,174,-15.35,60,6,6,
1,174,-11.2829,60,6,8,
0,175,-15.5102,60,6,6,
1,175,-11.4431,60,6,8,
0,176,-15.671,60,6,6,
1,176,-11.6039,60,6,8,
0,177,-15.8323,60,6,6,
1,177,-11.7652,60,6,8,
0,178,-15.9942,60,6,6,
1,178,-11.9271,60,6,8,
0,179,-16.1566,60,6,6,
1,179,-12.0895,60,6,8,
0,180,-16.3196,60,6,6,
1,180,-12.2525,60,6,8,
0,181,-16.4832,60,6,6,
1,181,-12.416,60,6,8,
0,182,-16.6473,60,6,6,
1,182,-12.5801,60,6,8,
0,183,-16.8119,60,6,6,
1,183,-12.7448,60,6,8,
0,184,-16.9771,60,6,6,
1,184,-12.9099,60,6,8,
0,185,-17.1428,60,6,6,
1,185,-13.0757,60,6,8,
0,186,-17.3091,60,6,6,
1,186,-13.2419,60,6,8,
0,187,-17.4759,60,6,6,
1,187,-13.4087,60,6,8,
0,188,-17.6432,60,6,6,
1,188,-13.576,60,6,8,
0,189,-17.811,60,6,6,
1,189,-13.7439,60,6,8,
0,190,-17.9794,60,6,6,
1,190,-13.9123,60,6,8,
0,191,-18.1483,60,6,6,
1,191,-14.0811,60,6,8,
0,192,-18.3177,60,6,6,
1,192,-14.2506,60,6,8,
0,193,-18.4876,60,6,6,
1,193,-14.4205,60,6,8,
0,194,-18.6581,60,6,6,
1,194,-14.5909,60,6,8,
0,195,-18.829,60,6,6,
1,195,-14.7619,60,6,8,
0,196,-19.0005,60,6,6,
1,196,-14.9334,60,6,8,
0,197,-19.1725,60,6,6,
1,197,-15.1053,60,6,8,
0,198,-19.3449,60,6,6,
1,198,-15.2778,60,6,8,
0,199,-19.5179,60,6,6,
1,199,-15.4508,60,6,8,
0,200,-19.6914,60,6,6,
1,200,-15.6243,60,6,8,
0,201,-19.8654,60,6,6,
1,201,-15.7982,60,6,8,
0,202,-20.0398,60,6,6,
1,202,-15.9727,60,6,8,
0,203,-20.2148,60,6,6,
1,203,-16.1476,60,6,8,
0,204,-20.3902,60,6,6,
1,204,-16.3231,60,6,8,
0,205,-20.5662,60,6,6,
1,205,-16.499,60,6,8,
0,206,-20.7426,60,6,6,
1,206,-16.6754,60,6,8,
0,207,-20.9195,60,6,6,
1,207,-16.8523,60,6,8,
0,208,-21.0969,60,6,6,
1,208,-17.0297,60,6,8,
0,209,-21.2747,60,6,6,
1,209,-17.2076,60,6,8,
0,210,-21.453,60,6,6,
1,210,-17.3859,60,6,8,
0,211,-21.6318,60,6,6,
1,211,-17.5647,60,6,8,
0,212,-21.8111,60,6,6,
1,212,-17.744,60,6,8,
0,213,-21.9909,60,6,6,
1,213,-17.9237,60,6,8,
0,214,-22.1711,60,6,6,
1,214,-18.1039,60,6,8,
0,215,-22.3517,60,6,6,
1,215,-18.2846,60,6,8,
0,216,-22.5329,60,6,6,
1,216,-18.4657,60,6,8,
0,217,-22.7145,60,6,6,
1,217,-18.6473,60,6,8,
0,218,-22.8965,60,6,6,
1,218,-18.8294,60,6,8,
0,219,-23.079,60,6,6,
1,219,-19.0119,60,6,8,
0,220,-23.262,60,6,6,
1,220,-19.1949,60,6,8,
0,221,-23.4454,60,6,6,
1,221,-19.3783,60,6,8,
0,222,-23.6293,60,6,6,
1,222,-19.5621,60,6,8,
0,223,-23.8136,60,6,6,
1,223,-19.7464,60,6,8,
0,224,-23.9983,60,6,6,
1,224,-19.9312,60,6,8,
0,225,-24.1835,60,6,6,
1,225,-20.1164,60,6,8,
0,226,-24.3692,60,6,6,
1,226,-20.302,60,6,8,
0,227,-24.5553,60,6,6,
1,227,-20.4881,60,6,8,
0,228,-24.7418,60,6,6,
1,228,-20.6746,60,6,8,
0,229,-24.9287,60,6,6,
1,229,-20.8616,60,6,8,
0,230,-25.1161,60,6,6,
1,230,-21.049,60,6,8,
0,231,-25.3039,60,6,6,
1,231,-21.2368,60,6,8,
0,232,-25.4922,60,6,6,
1,232,-21.425,60,6,8,
0,233,-25.6809,60,6,6,
1,233,-21.6137,60,6,8,
0,234,-25.87,60,6,6,
1,234,-21.8028,60,6,8,
0,235,-26.0595,60,6,6,
1,235,-21.9923,60,6,8,
0,236,-26.2494,60,6,6,
1,236,-22.1823,60,6,8,
0,237,-26.4398,60,6,6,
1,237,-22.3727,60,6,8,
0,238,-26.6306,60,6,6,
1,238,-22.5635,60,6,8,
0,239,-26.8218,60,6,6,
1,239,-22.7547,60,6,8,
0,240,-27.0134,60,6,6,
1,240,-22.9463,60,6,8,
0,241,-27.2055,60,6,6,
1,241,-23.1383,60,6,8,
0,242,-27.3979,60,6,6,
1,242,-23.3308,60,6,8,
0,243,-27.5908,60,6,6,
1,243,-23.5236,60,6,8,
0,244,-27.7841,60,6,6,
1,244,-23.7169,60,6,8,
0,245,-27.9777,60,6,6,
1,245,-23.9106,60,6,8,
0,246,-28.1718,60,6,6,
1,246,-24.1047,60,6,8,
0,247,-28.3663,60,6,6,
1,247,-24.2992,60,6,8,
0,248,-28.5612,60,6,6,
1,248,-24.4941,60,6,8,
0,249,-28.7565,60,6,6,
1,249,-24.6893,60,6,8,
0,250,-28.9522,60,6,6,
1,250,-24.885,60,6,8,
0,251,-29.1483,60,6,6,
1,251,-25.0811,60,6,8,
0,252,-29.3447,60,6,6,
1,252,-25.2776,60,6,8,
0,253,-29.5416,60,6,6,
1,253,-25.4745,60,6,8,
0,254,-29.7389,60,6,6,
1,254,-25.6718,60,6,8,
0,255,-29.9366,60,6,6,
1,255,-25.8694,60,6,8,
0,256,-30.1346,60,6,6,
1,256,-26.0675,60,6,8,
0,257,-30.333,60,6,6,
1,257,-26.2659,60,6,8,
0,258,-30.5319,60,6,6,
1,258,-26.4647,60,6,8,
0,259,-30.7311,60,6,6,
1,259,-26.664,60,6,8,
0,260,-30.9307,60,6,6,
1,260,-26.8635,60,6,8,
0,261,-31.1307,60,6,6,
1,261,-27.0635,60,6,8,
0,262,-31.331,60,6,6,
1,262,-27.2639,60,6,8,
0,263,-31.5318,60,6,6,
1,263,-27.4646,60,6,8,
0,264,-31.7329,60,6,6,
1,264,-27.6657,60,6,8,
0,265,-31.9344,60,6,6,
1,265,-27.8672,60,6,8,
0,266,-32.1362,60,6,6,
1,266,-28.0691,60,6,8,
0,267,-32.3385,60,6,6,
1,267,-28.2714,60,6,8,
0,268,-32.5411,60,6,6,
1,268,-28.474,60,6,8,
0,269,-32.7441,60,6,6,
1,269,-28.677,60,6,8,
0,270,-32.9475,60,6,6,
1,270,-28.8803,60,6,8,
0,271,-33.1512,60,6,6,
1,271,-29.084,60,6,8,
0,272,-33.3553,60,6,6,
1,272,-29.2881,60,6,8,
0,273,-33.5597,60,6,6,
1,273,-29.4926,60,6,8,
0,274,-33.7645,60,6,6,
1,274,-29.6974,60,6,8,
0,275,-33.9697,60,6,6,
1,275,-29.9026,60,6,8,
0,276,-34.1753,60,6,6,
1,276,-30.1081,60,6,8,
0,277,-34.3812,60,6,6,
1,277,-30.314,60,6,8,
0,278,-34.5875,60,6,6,
1,278,-30.5203,60,6,8,
0,279,-34.7941,60,6,6,
1,279,-30.7269,60,6,8,
0,280,-35.0011,60,6,6,
1,280,-30.9339,60,6,8,
0,281,-35.2084,60,6,6,
1,281,-31.1413,60,6,8,
0,282,-35.4161,60,6,6,
1,282,-31.3489,60,6,8,
0,283,-35.6241,60,6,6,
1,283,-31.557,60,6,8,
0,284,-35.8325,60,6,6,
1,284,-31.7654,60,6,8,
0,285,-36.0413,60,6,6,
1,285,-31.9741,60,6,8,
0,286,-36.2504,60,6,6,
1,286,-32.1832,60,6,8,
0,287,-36.4598,60,6,6,
1,287,-32.3927,60,6,8,
0,288,-36.6696,60,6,6,
1,288,-32.6024,60,6,8,
0,289,-36.8797,60,6,6,
1,289,-32.8126,60,6,8,
0,290,-37.0902,60,6,6,
1,290,-33.0231,60,6,8,
0,291,-37.301,60,6,6,
1,291,-33.2339,60,6,8,
0,292,-37.5122,60,6,6,
1,292,-33.445,60,6,8,
0,293,-37.7237,60,6,6,
1,293,-33.6565,60,6,8,
0,294,-37.9355,60,6,6,
1,294,-33.8684,60,6,8,
0,295,-38.1477,60,6,6,
1,295,-34.0806,60,6,8,
0,296,-38.3602,60,6,6,
1,296,-34.2931,60,6,8,
0,297,-38.5731,60,6,6,
1,297,-34.5059,60,6,8,
0,298,-38.7863,60,6,6,
1,298,-34.7191,60,6,8,
0,299,-38.9998,60,6,6,
1,299,-34.9326,60,6,8,
